anho;mes;idprovincia;provincia;e;evap;glo;hr;inso;n_cub;n_des;n_fog;n_gra;n_llu;n_nie;n_nub;np_001;np_010;np_100;np_300;nt_00;nt_30;n_tor;nv_0050;nv_0100;nv_1000;nw_55;nw_91;p_max;p_mes;p_sol;q_mar;q_max;q_med;q_min;ta_max;ta_min;ti_max;tm_max;tm_mes;tm_min;ts_10;ts_20;ts_50;ts_min;w_med;w_rec
2007;12;1;ARABA/ALAVA;73;516;15563;84;2.9;11;3;12;0;14;1;17;15;6;2;0;17;0;0;0;0;7;3;0;13.4;38.1;31;1027.1;972.6;965.2;953.4;15.2;-7;0.4;8.5;4.2;-0.2;5.6;5.7;7.2;7.4;10;221
2008;1;1;ARABA/ALAVA;81;502;18210;81;3.5;9;0;10;0;15;0;22;12;9;1;0;14;0;0;0;0;7;3;0;13.4;35.3;37;1023.6;976.3;962.4;932.6;16;-4.5;5;11.1;6.3;1.5;7;6.7;7.2;10.2;11;244
2008;2;1;ARABA/ALAVA;83;784;27081;75;4.7;10;4;10;0;9;0;15;8;3;0;0;10;0;0;0;0;7;4;0;8.5;21.2;45;1025;973.3;964.1;942.3;19;-3;8.2;13.1;7.7;2.3;8.9;8;8.2;8.9;10;230
2008;3;1;ARABA/ALAVA;84;888;34458;77;4.2;17;0;5;2;17;2;14;19;17;6;0;8;0;3;0;0;3;6;0;27;161.5;35;1017.2;970.6;956.7;939.3;21.2;-1;5;12.5;7.5;2.4;10.4;9.7;10;8.5;14;297
2008;4;1;ARABA/ALAVA;98;1013;50430;74;6.7;13;2;6;0;21;0;15;19;13;1;0;3;0;2;0;0;4;6;0;17;70.6;50;1012.9;971;953.2;927.8;26.8;-1;8.9;16.3;10.2;4;14;13;12.7;9.5;13;265
2008;5;1;ARABA/ALAVA;126;927;53403;76;5.7;18;0;5;0;23;0;13;21;17;5;1;0;0;8;0;0;4;0;0;45.3;201.3;39;1011.6;963.3;952.7;945.5;26.7;1;13.4;19.3;13.5;7.5;17.8;16.8;16.3;13;9;174
2008;6;1;ARABA/ALAVA;148;1257;57589;75;6.4;11;2;3;0;15;0;17;12;10;1;0;0;2;5;0;0;1;0;0;11.9;50.2;42;1018.2;967.1;959.6;946.1;31.9;4.9;13.8;21.7;16.3;10.8;19.5;18.6;18.1;17;12;237
2008;7;1;ARABA/ALAVA;144;1792;69879;64;8.5;8;4;0;0;5;0;19;4;1;0;0;0;8;1;0;0;0;1;0;1.2;2.7;57;1016.8;968.1;958.8;953.1;33.5;5.8;16.1;25.2;18.2;11.2;23.5;22;21.2;17.5;12;246
2008;8;1;ARABA/ALAVA;150;1532;60066;68;7.8;5;0;4;0;6;0;26;5;4;0;0;0;6;4;0;0;2;1;0;9.8;19.8;57;1016.1;964.7;958.1;945.1;33;6.9;18;25.7;18.9;12;24.2;23;22.4;15.6;12;226
2008;9;1;ARABA/ALAVA;131;1353;42860;71;6.2;8;2;7;0;9;0;20;5;3;0;0;0;0;1;0;0;2;2;0;8.3;13;50;1016.9;965.3;958.1;945.6;29.7;2;17;22.4;15.7;8.9;20.2;19.6;20.3;15.4;10;206
2008;10;1;ARABA/ALAVA;110;774;28955;78;4.7;11;1;4;0;14;0;19;14;12;5;0;1;0;1;0;0;3;2;0;21.1;103.2;42;1019.9;970.6;960;934.9;24.6;-1.5;7;17.3;11.5;5.6;14.9;14.6;16.4;14.5;8;192
2008;11;1;ARABA/ALAVA;88;457;12212;83;2.1;23;0;1;1;20;2;7;21;14;4;0;3;0;1;0;0;1;3;0;22.6;98.2;21;1019;972.9;958.2;930.9;16.5;-1.5;4.8;10.1;7.3;4.3;9.2;9.4;11.2;8.2;10;241
2008;12;1;ARABA/ALAVA;78;331;11721;89;2;22;1;7;0;15;5;8;22;15;4;0;8;0;0;0;0;5;0;0;18.5;108.8;22;1020;976.1;958.5;937.5;13.5;-5.4;2;7.6;4.6;1.6;5.9;5.9;7.1;8.3;9;184
2009;1;1;ARABA/ALAVA;76;437;14685;84;2.4;18;1;5;0;10;10;12;19;14;4;2;13;0;0;0;0;2;5;2;40.7;139.7;25;1015.9;969.7;954.7;929.9;15.2;-7.8;-0.2;8.5;4.7;0.8;5.7;5.4;6.3;10.1;10;267
2009;2;1;ARABA/ALAVA;70;528;26624;77;4.2;11;2;5;0;10;3;15;12;8;2;0;13;0;0;0;0;4;4;0;23.3;62.9;39;1017;972.7;955.9;931.1;18;-3.8;2.8;10;5.4;0.8;6.9;6.3;6.9;4.9;11;237
2009;3;1;ARABA/ALAVA;74;1064;44809;70;5.8;9;8;5;1;10;1;14;10;8;2;0;10;0;1;0;0;4;2;0;28.7;67;48;1018.9;968.3;958.3;934.5;23;-4.2;4.4;14.1;7.7;1.2;10.5;9.5;9.3;7.2;11;221
2009;4;1;ARABA/ALAVA;90;978;43663;74;5.4;16;0;3;0;17;0;14;16;11;2;0;1;0;1;0;0;2;0;0;10.6;53.9;40;1015.4;967.7;955.4;944;25.5;-0.5;8.6;15;9.6;4.2;13.1;12.6;11.6;7;12;249
2009;5;1;ARABA/ALAVA;126;1343;64817;71;7.8;12;1;1;0;13;0;18;11;6;0;0;0;0;5;0;0;0;0;0;9.2;26.1;53;1018.1;970.3;959.2;948.3;29.4;1.8;12.5;21.1;14.8;8.5;19.6;18.6;16.7;13.4;13;250
2009;6;1;ARABA/ALAVA;148;1513;66493;66;7.7;6;3;3;0;12;0;21;12;8;1;0;0;6;7;0;0;0;1;0;15.4;34.3;50;1015.7;967.3;957.7;945.5;34.5;6;18.8;25.1;18.1;11.1;23.8;22.1;20.1;16.7;13;249
2009;7;1;ARABA/ALAVA;149;2068;72649;61;8.8;4;5;0;1;3;0;22;3;2;1;0;0;10;1;0;0;0;3;0;22.7;27.8;59;1016.9;968.9;959.1;947.9;35.2;7.6;18.2;27.4;20;12.6;26.8;24.9;22.6;16.9;13;258
2009;8;1;ARABA/ALAVA;164;1771;53402;69;7.4;9;4;3;0;5;0;18;3;3;0;0;0;11;3;0;0;0;1;0;3.2;7.3;53;1017.1;965.5;959.3;951.7;37;8;17.8;27.4;20.3;13.2;25.8;25;23.2;18.8;12;221
2009;9;1;ARABA/ALAVA;144;1114;41334;74;5.6;10;0;11;0;8;0;20;8;6;2;1;0;4;2;0;0;6;0;0;33.4;73.1;45;1019.1;967;960.4;951;32.7;6;14.8;23.1;17.1;11;21.5;21;20.5;15.3;10;191
2009;10;1;ARABA/ALAVA;125;868;32057;75;5.6;14;3;9;0;11;0;14;10;7;1;0;4;0;0;0;0;5;1;0;18.2;43.4;51;1018;966.9;958.8;937.1;28.3;-2.5;12.2;19.4;13.7;8;16.6;16.3;16.5;14.8;10;183
2009;11;1;ARABA/ALAVA;98;699;16913;76;3.3;17;2;0;0;18;1;11;16;13;4;1;1;0;2;0;0;0;9;0;53.3;127.8;34;1016.4;968.7;956.4;940.6;21.4;-0.8;7.4;14.1;10.1;6;11.6;11.7;12.5;12.8;14;312
2009;12;1;ARABA/ALAVA;78;372;13146;84;2.2;19;0;4;0;18;5;12;21;15;2;0;10;0;0;0;0;4;7;0;13.5;65.8;25;1011.3;968.1;950.5;922.2;15.6;-8.5;0.8;8.8;5.2;1.6;6.8;7;8.2;10.2;11;252
2010;1;1;ARABA/ALAVA;72;283;13900;86;1.9;20;0;4;0;21;4;11;20;16;3;0;13;0;0;0;0;4;3;0;26.5;125.2;20;1016;967.4;954.6;931.1;14.6;-12.4;-0.5;6.7;3.5;0.3;5.5;5.7;6.5;6.8;10;232
2010;2;1;ARABA/ALAVA;69;621;21463;77;3.3;16;1;1;0;15;5;11;20;12;0;0;13;0;1;0;0;0;7;1;7.9;40.7;31;1007.8;965.1;947.2;925;18;-3.6;-0.5;8.3;4.8;1.2;5.8;5.7;6.1;9;15;320
2010;3;1;ARABA/ALAVA;76;1130;37747;71;4.3;14;0;1;0;17;5;17;18;8;0;0;9;0;0;0;0;1;10;0;4.8;27.8;36;1017.5;968.7;956.8;942.3;19;-4;2.5;12.3;7.5;2.7;9.1;8.6;8.3;9.9;16;318
2010;4;1;ARABA/ALAVA;101;1295;54232;69;7.1;9;1;4;0;11;0;20;10;3;0;0;2;0;1;0;0;2;1;0;4.2;10.2;53;1017.3;967.8;957.8;950.3;27.8;-2;11;18.2;11.5;4.8;15.3;13.9;12.5;12.4;12;224
2010;5;1;ARABA/ALAVA;110;1327;56801;73;6.3;12;3;1;0;17;0;16;17;12;2;0;0;0;1;0;0;0;3;0;20.9;63.3;43;1016.3;969.7;956.9;942.9;27.6;0.5;6.5;17.6;11.7;5.8;-9999;-9999;-9999;13.6;13;263
2010;6;1;ARABA/ALAVA;140;1278;61180;72;6.6;13;2;4;0;14;0;15;13;9;3;0;0;1;2;0;0;2;2;0;23.7;77.5;43;1015.4;963.4;956.9;938.5;30.5;4.9;13.5;21.7;15.6;9.6;19.5;-9999;17.1;15;12;232
2010;7;1;ARABA/ALAVA;169;1570;65379;69;7.8;8;1;7;0;5;0;22;5;3;0;0;0;8;4;0;0;4;0;0;4.5;7.8;52;1018;968.5;960.2;951.8;34.6;6.2;18;26.7;19.5;12.3;25.1;-9999;21.1;16.7;12;229
2010;8;1;ARABA/ALAVA;151;1634;58887;66;7.6;6;2;9;0;11;0;23;8;1;0;0;0;9;2;0;0;8;1;0;4.7;7.1;55;1017.7;965.5;959.7;951.5;36.5;5.6;19;26.6;19;11.4;23.8;22.9;21.5;17;12;222
2010;9;1;ARABA/ALAVA;133;1169;47012;71;6.3;10;3;5;0;10;0;17;9;7;0;0;0;3;0;0;0;5;1;0;5.6;24.5;51;1016.7;969.1;958.1;944.5;34.4;1.8;15.5;23.8;16.1;8.3;20.6;20.1;19.4;14;9;179
2010;10;1;ARABA/ALAVA;106;1133;29358;74;4.7;11;1;6;0;13;0;19;12;8;2;0;3;0;1;0;0;2;4;1;25.1;69.5;42;1013.9;967.8;954.5;935.5;28.4;-0.7;11.5;18;12;6;14.3;14.1;14.4;16;10;230
2010;11;1;ARABA/ALAVA;92;478;16499;85;2.7;11;0;4;0;19;3;19;20;14;4;0;6;0;0;0;0;1;5;0;17.5;112.5;28;1012.6;971;952.2;925.9;18.5;-6;4.7;11.4;7.6;3.8;9.1;9.2;9.8;11.4;9;202
2010;12;1;ARABA/ALAVA;70;321;15290;83;2.7;12;0;2;0;10;9;19;19;12;2;0;17;0;0;0;0;1;2;0;17.3;82.4;30;1014.6;970.9;953.3;933.4;16.3;-8;2;7.9;3.7;-0.6;4.5;4.8;5.3;8.2;8;186
2011;1;1;ARABA/ALAVA;77;361;15586;82;2.7;16;2;3;0;14;1;13;12;6;0;0;13;0;0;0;0;2;-9999;-9999;4.3;15.1;28;1020.4;968.6;959.1;942.6;17.6;-5.6;3;9.2;5.3;1.4;6;5.9;5.9;11.7;10;-9999
2011;2;1;ARABA/ALAVA;80;488;22559;80;3.9;10;2;9;2;11;0;16;12;10;5;0;12;0;1;0;0;4;4;0;23.9;92.7;37;1021.6;975.3;960.5;931.8;18.1;-4.2;4.6;12;6.5;1;7.1;6.6;6.3;8.1;9;200
2011;3;1;ARABA/ALAVA;87;975;39663;75;4.3;16;0;4;0;12;1;15;11;6;2;0;4;0;1;0;0;2;5;0;16.1;55.3;36;1019.8;969.9;959.3;941.7;22;-2.4;5.6;13.3;8.5;3.7;10;9.3;8.5;8.6;11;231
2011;4;1;ARABA/ALAVA;110;1233;49159;71;6.6;11;5;4;0;9;0;14;9;5;2;0;2;0;2;0;0;3;0;0;27.3;54.7;49;1017;970.7;957.7;941.8;29.1;-0.3;11.1;19.6;12.9;6.2;16.2;15.1;13.7;11.1;10;182
2011;5;1;ARABA/ALAVA;133;1141;63841;72;6.3;9;2;5;0;13;0;20;13;10;1;0;0;1;8;0;0;3;2;0;13;51.8;43;1018.5;969.8;959.7;942.5;31.2;3.5;14.4;21.8;15;8.2;19.5;18.2;16.7;11.6;10;200
2011;6;1;ARABA/ALAVA;135;1342;64163;68;6.5;10;3;0;0;8;0;17;5;3;0;0;0;5;2;0;0;0;1;0;2.5;6.1;43;1018.6;969.1;960;948.6;36.8;4.1;14.3;22.9;16.4;9.9;20.8;19.6;18.6;15.8;12;222
2011;7;1;ARABA/ALAVA;142;1545;65892;68;7.6;9;1;2;1;10;0;21;9;4;1;0;0;2;2;0;0;2;1;0;24.5;33.9;51;1016.3;965.4;958;949.3;32.2;5;17;23.9;17.3;10.7;23.1;21.7;20.1;16.4;13;236
2011;8;1;ARABA/ALAVA;164;1528;65424;68;7.8;5;1;5;0;12;0;25;9;6;0;0;0;12;5;0;0;3;2;0;5.4;21.3;56;1015.1;968.5;957.5;949.5;37.2;5.2;20.8;28.2;20.4;12.6;25.5;23.6;21.5;17.2;11;191
2011;9;1;ARABA/ALAVA;146;1430;45894;69;6.8;7;5;6;0;9;0;18;8;3;0;0;0;5;1;0;0;5;0;0;4.2;10;54;1018;968.3;959.8;950.6;34.5;5.5;16;26.2;18.4;10.5;22.9;21.5;20.2;16.2;4.5;134
2011;10;1;ARABA/ALAVA;105.5;1112;36278;68.5;6.4;5.5;6;10;0;12.5;0;19.5;11.5;5;0;0;1;0.5;0;0;0;8;4;0;8.5;25.3;57.5;1020.3;969.8;961.2;935.6;29.4;-2;12.65;21.55;13.4;5.3;16.65;16.2;16.4;10.45;8;152.5
2011;11;1;ARABA/ALAVA;104.5;847;18324;79.5;3.85;15;0;5;0;11.5;0;15;11;6;2;0;3.5;0;0;0;0;5;6;0;25;67.45;40;1017.5;973.25;957.6;936.45;20.9;-1.05;8.65;15.2;10.75;6.3;11.6;11.4;11.7;12.75;11.5;257.5
2011;12;1;ARABA/ALAVA;81;438;14518;82.5;2.65;15;1;2;0;17.5;0;15;17;9;2;0;8;0;0;0;0;1;4;1;25.85;65.3;29;1027.6;976.55;965.9;949.05;14.35;-4.4;5.65;10.3;6.4;2.5;6.9;7;7.9;9.15;9;223.5
2012;1;1;ARABA/ALAVA;80.5;322;15969;87;2.15;18;0;10;0;20;1;13;20.5;8;0;0;16;0;0;0;0;4;0;0;5.9;22.6;23;1029.1;976.8;967.1;953.9;14.65;-3.95;2.7;9.2;5.15;1.05;6.6;6.6;7;7.4;7;163.5
2012;2;1;ARABA/ALAVA;60.5;363;24688;78;4.15;15;4;3.5;0;5.5;9;10;13.5;7.5;3;0;23;0;0;0;0;2;1;0;19.7;60.75;39;1029.1;973.65;966.45;954.1;20.95;-7.95;-0.55;7.7;3;-1.75;4.5;4.3;4.7;5.8;12;266
2012;3;1;ARABA/ALAVA;74.5;1233;48510;65;7.5;5;9;3.5;0;11.5;0;17;10.5;8;0;0;11;0;0;0;0;2;1;0;5.05;23.5;62.5;1026.2;975.55;965.25;951.5;25.6;-2.3;5.95;16.85;8.8;0.7;11.5;10.3;9.4;4.55;10.5;198.5
2012;4;1;ARABA/ALAVA;89;821;37983;77.5;3.3;25;1;2.5;0;24.5;0;4;23;15.5;3.5;0;1;0;5;0;0;2;7;0;18.1;90.75;25;1010;964.35;949.95;939.6;21.95;-0.75;7.65;13.65;8.95;4.2;11.9;11.3;10.7;9.1;14;284.5
2012;5;1;ARABA/ALAVA;128;1249;63298;70.5;7.85;8;1;6;1;12;0;22;12.5;10.5;0.5;0;0;2.5;4;0;0;4;1;0;9.9;48.6;53;1016.3;969.6;957.35;947;30.75;0.6;10.35;21.5;14.35;7.2;18.3;16.8;14.9;13.75;11;213
2012;6;1;ARABA/ALAVA;150;1569;62627;67;7.85;11;3;2;0;10;0;16;8.5;4;0;0;0;8;4;0;0;0;3;0;4.7;12.35;51.5;1015.55;966.8;957.4;945.75;34.8;4.85;18.15;26.25;18.2;10.15;22.1;21.1;19;14.4;12;242
2012;7;1;ARABA/ALAVA;146.5;1951;70920;65;8.25;5;5;2.5;0;6.5;0;21;4;2;1;0.5;0;9;1.5;0;0;1.5;2;0;33.8;35.75;55.5;1017.5;970.75;959.3;951;35.65;3.05;17.35;26.3;18;9.65;23.5;22.6;20.6;16;13;239.5
2012;8;1;ARABA/ALAVA;154.5;1972;60918;61;8.45;5;3;2;0;6.5;0;23;4;1.5;0;0;0;15.5;0;0;0;2;0;0;3.65;5;61;1016.3;970.15;958.6;948.7;41.6;7.1;16.9;29.8;21.15;12.4;25.4;24.3;22.4;19.1;11.5;209
2012;9;1;ARABA/ALAVA;136.5;1128;45436;68;6.45;9;0;4.5;0;9;0;21;9;4;0;0;0;6;0;0;0;3;3;0;9.25;26.7;51;1017.1;969.35;958.5;942.95;33;3.4;16.3;24.6;17.2;9.8;21.2;20.6;20.1;16.1;12;244.5
2012;10;1;ARABA/ALAVA;119;671;29701;76;4.5;11;1;8;0;16.5;0;19;17.5;12.5;2;0;3;0.5;3;0;0;7;2;0;14.7;79.15;41;1013.6;963.95;954.3;938.05;30.1;-1.3;9.45;19.9;13.45;7;15.2;15.1;15.5;14.4;8;163
2012;11;1;ARABA/ALAVA;93;369.5;18826;82.5;3.5;16;1;5;0;20;0;13;19;15.5;2;0;2;0;2;0;0;4;2;0;24.3;85.4;35.5;1015.95;969.3;955.4;938.35;20;-1.15;5.95;12.9;8.1;3.2;9.4;9.5;10.1;9.2;9;184
2012;12;1;ARABA/ALAVA;82;546;14896;82;3.4;11;1;5;0;17;0;19;14.5;10;0;0;11;0;0;0;0;3;7;0;6.25;35.65;37.5;1021.25;973.25;960;941.65;17.25;-3.45;4.65;11;6.7;2.3;6.7;6.9;7.4;8.85;12;261.5
2013;1;1;ARABA/ALAVA;79;442;16630;83.5;3.35;14;2;6.5;0;18.5;2;15;20;16;8;2;9.5;0;0;0;0;7;8;0;35.35;233.7;35;1019.95;979.6;958.6;919.35;17.1;-4.3;4.65;10.3;5.85;1.45;5.9;5.9;6.1;5.2;13;273.5
2013;2;1;ARABA/ALAVA;75.5;272;20086;84;2.4;17.5;0;4;0;15.5;9.5;10;22;17;8.5;1;6.5;0;4;0;0;2;7;0;34.85;216.6;23;1019.05;970.65;957.65;942.95;15;-2.2;1.1;8.8;5.1;1.35;5.4;5.5;6;6.1;11;260.5
2013;3;1;ARABA/ALAVA;84;843;36036;73.5;4.25;17;0;2;0;19.5;2.5;14;19.5;13;6;0;6;0;3;0;0;2;10;0;16.9;110.15;35.5;1006.65;960.6;946.75;933;21.3;-3.8;3.2;13.35;8.6;3.85;9;8.4;7.6;10.25;13;290
2013;4;1;ARABA/ALAVA;92.5;947;49353;71.5;5.7;12;2;1.5;0;16;2.5;16;16;11.5;2.5;0;2;0;3;0;0;0;7;0;15.05;71.15;42.5;1016.45;970.35;956.35;936.95;28;-1.95;4.75;15.95;10.15;4.3;12.6;12;11.2;10.2;15;307
2013;5;1;ARABA/ALAVA;101;964;50417;76;4.2;20;0;4;0;24;0;11;21;13.5;0.5;0;0;0;1;0;0;3;1;0;10;63.85;28.5;1017.25;966.05;957.25;938.85;24.85;0.65;11.05;15.85;10.6;5.35;13.6;13.1;12.4;13.6;12;247.5
2013;6;1;ARABA/ALAVA;137.5;1042;58955;73;7.25;14;2;2;0;12;0;14;11;8.5;3;0;0;2;1.5;0;0;0;1;0;23.7;87.9;47.5;1019.55;970.55;960.55;949;32.05;2.25;13.9;21.15;15;8.9;17.6;16.9;15.6;13.1;11.5;221.5
2013;7;1;ARABA/ALAVA;187;1693.5;77732;67;10.15;7;5;4;0;8;0;19;7;7;0.5;0;0;15.5;8;0;0;0;1;0;10.25;32.45;68;1016.9;967.4;959.4;950;36.25;9.25;23.4;30;22;13.9;23.8;22.8;20.7;18.95;12;202.5
2013;8;1;ARABA/ALAVA;160;1645;63109;68.5;7.8;5;2;2.5;1;6;0;24;5.5;2;0.5;0;0;6.5;2;0;0;2;0;0;10.6;13.45;56.5;1018.6;968.35;960.45;950.9;37.1;7.5;20.5;26.55;19.5;12.35;23.5;22.6;21.2;19.35;12;232
2013;9;1;ARABA/ALAVA;145;1288;41618;70.5;6.35;7;3;5;0;9.5;0;20;9.5;4.5;1;0;0;5.5;0;0;0;3;1;0;11.7;20.9;51;1017.9;968.1;959.35;946.2;32.2;4.7;17.7;24.75;17.45;10.2;20.1;19.5;18.6;14.25;9;200.5
2013;10;1;ARABA/ALAVA;125.5;1107;30839;72;4.7;12;1;3;0;16;0;18;14.5;6;0;0;1;0;1;0;1;1;1;0;8.6;21.8;42.5;1017.45;967.15;958.25;945.4;28.45;0;12.55;20.85;14.75;8.6;16.1;16;16;17.3;11;225.5
2013;11;1;ARABA/ALAVA;95;552;12764;85.5;1.8;22;0;2.5;0;25.5;1;8;25.5;18;5;0;4.5;0;0;0;0;1;6;0;26.25;167.5;18;1022.35;973.5;961.3;947.4;20.6;-3.95;5.2;11.3;8;4.7;9.4;9.8;10.8;12.05;13;299.5
2013;12;1;ARABA/ALAVA;74;487;16748;81;3.9;13;2;3;0;7.5;1;16;7.5;5;2;0;15;0;0;0;0;2;7;1;18.75;42.55;43;1025.15;974.2;963.35;935;15.55;-3.4;4.15;9.75;5.2;0.65;5.9;5.9;6.5;8.25;13;307.5
2014;1;1;ARABA/ALAVA;84;612;12637;81.5;2.2;24;0;5;0;21;2;7;21.5;18.5;4;0;3;0;0;0;0;3;8;0;22.7;126.6;23;1013.75;968.8;953.1;933.05;18;-1.4;4.6;10.9;7.45;3.85;7.3;7.3;7.4;10.8;14;312.5
2014;2;1;ARABA/ALAVA;74;804;21606;74;4.25;11;0;2.5;0;17;2;17;15.5;12;1.5;0;9.5;0;1;0;0;0;12;1;26.8;83.05;40;1013.95;967.1;953.2;929.15;20.8;-2.4;6.15;11.65;6.55;1.3;7;6.8;6.9;9.8;15;361
2014;3;1;ARABA/ALAVA;80;1179;38747;71;5.55;14;5;5;0;12;2;12;13;10.5;5;1;8.5;0;3;0;0;3;7;1;33.4;151.9;47;1018.9;973.55;958.35;941.75;25.75;-1.95;7.9;15.05;8.55;2.05;9.8;9.3;8.7;8.45;11;237
2014;4;1;ARABA/ALAVA;106;1167;49691;70.5;6.75;13;1;2;1;15.5;0;16;15.5;11;1;0;0.5;0;2;0;0;2;3;0;21.5;48.4;50.5;1015.45;966.75;956;938.7;26.75;-0.05;11.9;19.55;12.75;5.95;14.5;13.8;12.6;10.75;10;220
2014;5;1;ARABA/ALAVA;110.5;1270;62346;70;6.55;14;3;2;0;17.5;0;14;16;11;1;0;0;0;1;0;0;1;2;0;10.65;34.55;44.5;1018.05;971.15;958.55;941.85;26.6;1;12.9;18.95;12.6;6.05;15.9;15.2;14.2;10.2;14;267.5
2014;6;1;ARABA/ALAVA;145;1604;67322;65.5;8.75;7;1;6;0;11;0;22;8;5;1;0;0;4.5;4;0;0;0;2;0;24;38.75;57.5;1016.75;965.5;958.5;949.1;32.2;3.4;13.45;25.4;17.85;10.3;20.5;19.4;17.5;15.85;13;237.5
2014;7;1;ARABA/ALAVA;164.5;1599;60651;71;7.05;11;2;5.5;0;15;0;18;12.5;5.5;2.5;0;0;5.5;2.5;0;0;3;1;0;14;46.95;47.5;1017;965.15;958.85;949.3;36.8;7.45;19.5;26.05;19.1;12.2;22.5;21.6;20;16.45;13;243.5
2014;8;1;ARABA/ALAVA;157;1471;58966;70;7.35;9;0;5;0;9;0;22;4.5;4;0.5;0;0;7;1;0;0;4;3;0;12.7;19.05;53.5;1016.45;966.05;958.3;950.45;34.7;3.95;15.95;26.15;19;11.8;23.2;22.4;20.8;17.7;13;241.5
2014;9;1;ARABA/ALAVA;154;1411;47648;70;7.1;5.5;0;7;0;14.5;0;24.5;12;8;2;0;0;7.5;7;0;0;5;2;0;18.4;55.3;56.5;1015.2;967.7;957.1;944.75;32.85;6.25;17.85;26.65;19.05;11.35;22.2;21.6;20.5;15.7;9;169
2014;10;1;ARABA/ALAVA;134;1052.5;34489;74;6.5;9;3;3;0;10;0;19;7.5;4.5;0;0;0.5;0;1;0;0;2;3;0;6.45;15.95;59.5;1017.3;971.75;958.3;943.9;28.4;0.45;17.55;23;16;8.95;17.4;17;16.9;16.7;9;191
2014;11;1;ARABA/ALAVA;105;733;15157;81;2.75;16;0;5;0;20.5;0;14;17.5;11;6;0.5;1;0;0.5;0;0;2;4;0;32.15;127.9;28.5;1010.2;964.6;950.5;927.9;20.55;-0.35;8.5;14.35;10.5;6.6;11.1;11.1;11.7;11.4;12;246.5
2014;12;1;ARABA/ALAVA;84;342;13634;87.5;2.05;21;2;6;0;21;0;8;20.5;15.5;5.5;1;4;0;2;0;0;2;4;0;35.95;128.7;23;1026.95;978.75;965.25;947.5;12.95;-6.2;3.55;9.35;6.2;3.05;7.7;8;8.8;7.55;10;207
2015;1;1;ARABA/ALAVA;72.5;316;15932;85.5;3.3;13;3;9;0;8.5;7.5;15;17.5;10;4.5;1;18;0;0;0;0;5;3;0;70.7;168.25;35;1025.8;982.7;963.75;931.65;16.2;-6.7;4.45;9.3;4.5;-0.35;5;5;5.5;7.3;9;210
2015;2;1;ARABA/ALAVA;72.5;272.5;19631;88.5;2.3;22;1;4;0;14;9;5;22;19;6.5;0.5;14;0;1;0;0;3;6;0;29;192.2;22;1021.2;977.1;959.25;938.75;12.95;-7.25;0.2;7;3.55;0;4.5;4.4;4.7;7.7;13;276
2015;3;1;ARABA/ALAVA;85.5;826;34067;78.5;4.7;16;2;2;0;12;5;13;16.5;13.5;1;1;5.5;0;0;0;0;0;1;0;32.8;91.45;39.5;1024;978.05;962.95;948.2;23;-2;4.75;13.55;8.35;3.05;9.4;8.9;8.2;7.85;12;233
2015;4;1;ARABA/ALAVA;95;1780;53408;65.5;6.9;12;3;5;0;13;0;15;11;6.5;1;0;2;0;2;0;0;3;1;0;18.55;33.6;52;1020.15;973.6;960.35;945.85;25.8;-0.75;11.5;18.6;12;5.45;14;13.2;12;11.05;12.5;239
2015;5;1;ARABA/ALAVA;121;1402;57156;69;6.3;13;0;4;0;13;0;18;10.5;3.5;0;0;0;3.5;0;0;0;3;2;2;3.3;11;43;1019.85;972.05;960.7;941.45;32.75;4.15;12.55;21.05;14.75;8.35;17.8;16.6;15.1;15.05;15;277.5
2015;6;1;ARABA/ALAVA;155.5;1439;67269;68.5;8.65;6;4;3;0;8.5;0;20;8;6.5;2;0;0;7;6;0;0;1;0;0;16.15;50.95;57;1018.7;967.85;960.35;950.8;37.25;6.1;18;25.9;18.65;11.35;22.7;20.9;18.9;17.65;12;226
2015;7;1;ARABA/ALAVA;172;1878;68704;65.5;8.55;9;2;2.5;0;6.5;0;20;4;3;0;0;0;14;4;0;0;2;0;0;8.05;20.75;57;1017.1;965.75;959.4;952.4;38.2;8.1;18.7;29;21.55;14.1;26.9;25.4;23;17.5;14;278.5
2015;8;1;ARABA/ALAVA;154;2083.5;60811;61;8.05;7;2.5;4;0;8.5;0;21.5;6;4;2;0;0;15.5;3;0;0;2;4;0;16.25;39;58.5;1015.4;966.2;957.7;946.9;36;7.1;18.95;28.85;20.65;12.4;25.1;23.8;21.8;19.65;12;236
2015;9;1;ARABA/ALAVA;136.5;1012;43782;75;6.05;10;1;9;0;9;0;19;8.5;7;1;0;0;0;1;0;0;6;3;0;12.9;30.4;49;1017.45;967.35;958.45;937.25;27.55;4.85;15.2;21.6;15.45;9.25;19.5;19;18.6;14.6;11;210.5
2015;10;1;ARABA/ALAVA;121.5;909.5;29166;78;4.55;14;1;4;0;17;0;16;14;9;1;0;2.5;0;1;0;0;2;2;0;20.3;41.55;41.5;1016.45;965.75;957;948.3;25.7;-2.1;13.5;18.65;13.25;7.75;15.3;15.1;15;16;9.5;200
2015;11;1;ARABA/ALAVA;108;457;18824;86.5;3.95;13.5;1.5;13;0;13.5;0;15;16;9.5;2;0;3.5;0;0;0;0;6.5;3;0;28.95;74.75;40.5;1026.15;975.45;965.4;952.4;22.2;-1.95;4.7;15.1;10;4.8;11.5;11.5;11.9;10.4;9;188
