anho;mes;idprovincia;provincia;e;evap;glo;hr;inso;n_cub;n_des;n_fog;n_gra;n_llu;n_nie;n_nub;np_001;np_010;np_100;np_300;nt_00;nt_30;n_tor;nv_0050;nv_0100;nv_1000;nw_55;nw_91;p_max;p_mes;p_sol;q_mar;q_max;q_med;q_min;ta_max;ta_min;ti_max;tm_max;tm_mes;tm_min;ts_10;ts_20;ts_50;ts_min;w_med;w_rec
2010;5;26;LA RIOJA;100;1920;61193;57;7.2;9;6;1;0;18;0;16;18;10;1;0;0;0;3;0;0;0;0;0;10;28;49;1015.6;986.6;973.3;959;29.6;0.6;8.2;20.4;14.4;8.4;-9999;-9999;-9999;16.8;9;195
2010;6;26;LA RIOJA;123;1914;67154;53;8;10;6;0;0;13;0;14;12;7;0;0;0;7;4;0;0;0;0;0;9.8;48.2;52;1014.4;979.9;972.8;955.3;33.2;9.1;15;25.4;19.3;13.2;-9999;-9999;-9999;17.8;9;181
2010;7;26;LA RIOJA;150;2292;80817;50;11.4;3;13;1;0;7;0;15;6;4;1;0;0;20;7;0;0;0;1;0;11.6;29.8;76;1016.6;985;975.6;965.5;37.2;11.5;20.5;30.8;23.6;16.4;-9999;-9999;-9999;20.5;8;150
2010;8;26;LA RIOJA;130;2835;68959;47;10;2;8;0;0;2;0;21;1;0;0;0;0;16;0;0;0;0;0;0;0.1;0.1;72;1016.4;982.8;975.3;966.6;38.9;11;21.9;29.9;22.7;15.4;-9999;-9999;-9999;20;8;159
2010;9;26;LA RIOJA;124;1802;48178;56;7.6;4;4;0;0;9;0;22;9;5;0;0;0;7;0;0;0;0;0;0;6.6;21.6;60;1015.9;985.9;974.1;960.8;33.8;5.4;17.6;25.9;19.1;12.3;-9999;-9999;-9999;17.5;5;107
2010;10;26;LA RIOJA;103;1466;33520;66;5.9;5;3;1;0;14;0;23;11;7;1;0;0;0;1;0;0;1;1;0;10.1;41.6;53;1013.7;985.4;971.2;952.4;28.8;0.9;13.5;19.7;13.8;7.9;-9999;-9999;-9999;16.9;7;168
2010;11;26;LA RIOJA;84;933;19959;73;3.9;7;2;0;0;15;1;21;13;7;1;0;5;0;0;0;0;0;1;0;14;29.6;40;1012.6;988;969.4;942.2;21.8;-6.3;3.1;12.9;8.5;4;-9999;-9999;-9999;11;7;166
2010;12;26;LA RIOJA;66;583;17612;72;4.2;8;4;5;0;14;0;19;10;7;0;0;13;0;0;0;0;3;0;0;8.2;25.2;46;1014.6;988.2;970.7;949.3;18.7;-4.5;4.9;9.4;5.3;1.1;-9999;-9999;-9999;8.7;11;246
2011;1;26;LA RIOJA;72;539;19050;72;3.9;13;8;5;0;12;0;10;10;3;0;0;10;0;0;0;0;2;0;0;5.7;16.9;41;1020.3;987.3;976.4;959.7;18.5;-4.9;3.9;10.4;6.2;2.1;-9999;-9999;-9999;7.9;8;176
2011;2;26;LA RIOJA;72;826;25855;68;5.5;6;3;5;0;11;0;19;11;7;0;0;9;0;0;0;0;3;0;0;6.7;30.4;52;1021.4;993.1;977.6;948.6;21.9;-2.5;6.8;13.4;7.8;2.3;-9999;-9999;-9999;10.4;9;203
2011;3;26;LA RIOJA;85;975;38273;68;5.4;13;3;4;0;17;0;15;14;4;1;0;2;0;2;0;0;2;2;0;15.3;28.6;45;1019.8;987.9;976.4;958.3;24.2;-0.5;6.9;15;9.9;4.8;-9999;-9999;-9999;10.1;12;271
2011;4;26;LA RIOJA;104;1528;57254;58;7.8;7;7;2;0;7;0;16;6;5;0;0;0;2;0;0;0;0;0;0;9.6;27.8;59;1016.3;987.3;974.1;956.8;30.7;4.9;13.1;21.5;15.4;9.2;-9999;-9999;-9999;13.2;13;275
2011;5;26;LA RIOJA;119;1779;67696;54;8.7;6;5;1;0;11;0;20;10;4;1;0;0;2;5;0;0;0;1;0;15.3;30.7;59;1017.7;986.8;975.8;958;33.5;7.5;15;24.6;17.9;11.1;-9999;-9999;-9999;15.6;11;225
2011;6;26;LA RIOJA;123;1960;72105;51;9;7;8;0;0;9;0;15;7;3;3;1;0;9;6;0;0;0;0;0;32;74.8;59;1017.3;986.3;975.7;963.9;37.2;9.8;17.4;26.4;20;13.5;-9999;-9999;-9999;21.2;10;187
2011;7;26;LA RIOJA;122;1992;76653;47;9.8;3;8;1;0;6;0;20;5;2;0;0;0;11;3;0;0;0;0;0;4.8;9;66;1014.7;981.8;973.4;963.4;36;10.2;21.2;28.3;21.4;14.4;-9999;-9999;-9999;18.7;9;193
2011;8;26;LA RIOJA;135;2744;71593;45;10.3;2;8;0;0;7;0;21;5;3;0;0;0;25;2;0;0;0;1;0;3.5;7.4;74;1013.8;984.7;972.9;964.3;39.4;9.4;23.4;32;24;16;-9999;-9999;-9999;20.6;9;192
2011;9;26;LA RIOJA;131;1654;54821;53;9.1;1;10;1;0;7;0;19;4;3;2;0;0;10;3;0;0;0;1;0;16.1;34.7;73;1017.3;985;975.8;965.8;34.8;9.9;19.2;28.6;21.3;13.8;-9999;-9999;-9999;19.3;7;155
2011;10;26;LA RIOJA;100;1554;39958;58;7.6;2;14;2;0;7;0;15;6;2;0;0;0;3;0;0;0;0;2;0;4.3;10.1;69;1020.3;986.3;977.8;954;31.4;0.9;15.3;23;15.9;8.7;-9999;-9999;-9999;13.1;8;192
2011;11;26;LA RIOJA;106;806;16609;77;3.5;15;1;5;0;13;0;14;10;5;1;0;2;0;0;0;0;3;0;0;13.3;31.5;36;1017.9;989.9;974.9;953.2;19.8;-0.3;5;15.3;11.4;7.4;-9999;-9999;-9999;13;11;251
2011;12;26;LA RIOJA;76;895;16888;70;3.9;10;4;5;0;10;0;17;9;3;0;0;4;0;0;0;0;1;1;0;5.8;15.7;42;1027.1;993.9;983.1;963.8;19.5;-3.8;5.5;12;7.8;3.5;-9999;-9999;-9999;11;9;217
2012;1;26;LA RIOJA;74;945;19895;71;4.1;7;3;5;0;9;2;21;9;5;0;0;5;0;0;0;0;2;1;0;5.8;17.2;43;1028.2;994.3;984.1;971.4;16.9;-3.2;1.8;11.2;7.1;3;-9999;-9999;-9999;9.7;9;205
2012;2;26;LA RIOJA;53;1384;29322;57;5.6;5;5;0;0;6;3;19;7;3;0;0;9;0;0;0;0;0;0;0;3.6;7.8;52;1027.4;991.1;983;969.5;22.4;-2.9;1.6;10.6;6;1.4;-9999;-9999;-9999;7.6;12;284
2012;3;26;LA RIOJA;66;2279;52415;51;8.8;3;10;1;0;7;0;18;7;4;0;0;1;0;0;0;0;0;1;0;5.8;13.4;73;1025.4;992.5;982;965.5;26.3;0;7.9;18.6;11.2;3.8;-9999;-9999;-9999;8.3;10;226
2012;4;26;LA RIOJA;83;1522;42959;61;4.7;14;1;0;0;25;0;15;22;13;0;0;0;0;1;0;0;0;0;0;7.8;55.8;35;1009.2;981.3;966.6;955.6;24.1;0.4;9.6;16.4;11.5;6.4;-9999;-9999;-9999;9.4;10;204
2012;5;26;LA RIOJA;110;1716;74248;51;9.6;4;4;0;0;14;0;23;13;5;1;0;0;6;7;0;0;0;1;0;25.8;43.6;66;1015.3;985.1;973.5;963.4;33.3;4.6;12.8;24.8;17.9;10.9;-9999;-9999;-9999;15.8;10;221
2012;6;26;LA RIOJA;121;2375;75329;44;10;7;8;0;0;6;0;15;6;4;0;0;0;16;0;0;0;0;1;0;7.7;19.3;66;1014.2;982.3;973.1;962.5;38.5;9;21.5;30.1;22.3;14.5;-9999;-9999;-9999;18.4;10;196
2012;7;26;LA RIOJA;116;2752;82458;41;10.7;0;8;0;0;3;0;23;2;2;1;0;0;15;2;0;0;0;-9999;-9999;13.4;14.7;72;1015.9;986.9;974.7;965.2;39.5;9;20.5;30.2;22.7;15.1;-9999;-9999;-9999;19.1;10;-9999
2012;8;26;LA RIOJA;135;3033;72541;44;10.8;3;11;0;0;6;0;17;4;2;0;0;0;23;1;0;0;0;-9999;-9999;7;11.8;78;1015.1;986.9;974.3;963.5;40.6;12.7;21.6;32.7;24.7;16.6;-9999;-9999;-9999;22.2;9;-9999
2012;9;26;LA RIOJA;122;2081;47555;53;7.2;6;6;0;0;8;0;18;7;3;1;0;0;9;2;0;0;0;-9999;-9999;24;30.1;58;1016.2;986;974.6;959.2;33.2;7.2;17.4;26.4;19.9;13.5;-9999;-9999;-9999;18.2;8;-9999
2012;10;26;LA RIOJA;121;886;33153;71;5.8;7;3;2;0;15;0;21;12;9;4;0;0;0;3;0;0;0;2;0;25.4;80.9;52;1013.3;980.3;971;955.6;28.8;0.5;9.8;20.5;15.1;9.7;-9999;-9999;-9999;16.2;8;175
2012;11;26;LA RIOJA;91;604;17975;75;3.2;13;1;4;0;16;0;16;15;10;1;0;1;0;0;0;0;2;0;0;22.4;53.8;33;1015.9;986.7;972.7;956.1;20.8;0;8.1;13.3;9.5;5.6;-9999;-9999;-9999;10.7;9;201
2012;12;26;LA RIOJA;76;827;16787;73;4.1;10;1;9;0;12;0;20;11;5;0;0;5;0;0;0;0;5;0;0;2.4;10.1;45;1021.3;991.1;977.5;959.2;16.9;-2.5;3.9;11.4;7.2;3.1;-9999;-9999;-9999;7.5;8;182
2013;1;26;LA RIOJA;75;1275;20958;69;4.4;9;5;2;0;17;1;17;16;12;1;0;4;0;1;0;0;0;4;0;23.1;55.8;46;1019.1;996.3;975.5;936.1;18.4;-1.3;7.7;12.4;7.9;3.3;-9999;-9999;-9999;7;12;270
2013;2;26;LA RIOJA;71;997;21431;71;3.4;12;0;3;0;13;7;16;18;12;3;0;3;0;0;0;0;1;3;0;15.7;80;32;1018.6;988.5;974.7;959.2;17.6;-0.7;3.4;10.3;6.6;2.9;-9999;-9999;-9999;8;12;276
2013;3;26;LA RIOJA;84;1163;37812;67;4.9;14;0;1;0;18;3;17;20;14;3;0;2;0;2;0;0;0;2;0;27.3;102;41;1006.8;977.2;964;951.9;20.3;-1.2;4.2;14.7;9.7;4.7;-9999;-9999;-9999;10.8;10;233
2013;4;26;LA RIOJA;87;1276;53129;59;7;7;4;1;0;15;0;19;14;7;2;0;0;0;2;0;0;0;1;0;14.9;48.6;53;1015.9;986.9;973.1;953.1;27.5;0.9;7.8;17.6;11.7;5.8;-9999;-9999;-9999;10.7;11;225
2013;5;26;LA RIOJA;93;1038;53983;60;5.3;12;1;0;0;18;0;18;16;12;1;0;0;0;2;0;0;0;0;0;14.3;50.9;36;1016.4;983.1;973.7;956;24.8;1.5;12.7;17.7;12.5;7.2;-9999;-9999;-9999;12;10;199
2013;6;26;LA RIOJA;124;1407;63773;56;9.1;7;7;0;0;9;0;16;8;7;2;0;0;3;2;0;0;0;0;0;27.1;63.9;60;1018.5;986.6;976.5;964.1;32.5;7.4;16.6;23.8;17.9;11.9;-9999;-9999;-9999;15.6;10;194
2013;7;26;LA RIOJA;152;2117;78939;48;10.9;2;9;0;0;9;0;20;8;6;0;0;0;24;8;0;0;0;1;0;9.5;23.1;73;1016;983.2;975.2;964.9;37.3;13.9;25.9;32.1;24.3;16.4;-9999;-9999;-9999;18.7;10;191
2013;8;26;LA RIOJA;136;2240;70842;49;10.4;1;11;0;0;2;0;19;2;2;0;0;0;16;2;0;0;0;1;0;3.9;7.2;75;1017.2;984.5;975.9;966.3;37.4;12.3;23.6;29.6;22.6;15.5;-9999;-9999;-9999;19.4;9;188
2013;9;26;LA RIOJA;133;1552;51537;58;8.4;2;4;0;0;7;0;24;6;4;2;0;0;5;3;0;0;0;1;0;15;41;67;1017.3;983.9;975.5;962.5;31.9;8.5;20.6;26.2;19.5;12.6;-9999;-9999;-9999;16.3;8;173
2013;10;26;LA RIOJA;120;1220;33331;67;5.7;9;2;4;0;16;0;20;13;6;0;0;0;0;2;0;0;0;0;0;6.3;22.1;52;1017.6;984;975.2;963.7;29.7;1.9;14.1;21.7;15.7;9.6;-9999;-9999;-9999;18;6;146
2013;11;26;LA RIOJA;84;1166;18138;68;3.3;11;2;0;0;16;0;17;15;10;0;0;2;0;0;0;0;0;0;0;9.9;33.8;33;1021.5;989.6;978;963.8;22.8;-5.2;7.3;13.3;9.6;5.9;-9999;-9999;-9999;12.4;10;257
2013;12;26;LA RIOJA;67;568;16100;76;3.8;10;6;8;0;8;0;15;7;5;0;0;13;0;0;0;0;6;0;0;4.8;16;41;1025.7;992.4;981.3;952.6;17.6;-4.4;3.3;9.5;5;0.3;-9999;-9999;-9999;7.4;8;171
2014;1;26;LA RIOJA;86;807;15972;81;2.6;17;0;6;0;23;0;14;21;11;0;0;3;0;0;0;0;3;0;0;5.9;34.3;27;1014.2;985.3;970.7;951.1;16.5;-2;7;11.4;7.6;3.7;-9999;-9999;-9999;11.7;9;208
2014;2;26;LA RIOJA;74;1107;24853;70;4.4;9;2;3;0;18;0;17;14;6;0;0;11;0;0;0;0;1;6;0;2.8;13.6;41;1014.3;985.1;970.8;947.2;23;-3.8;6.3;13.3;7.3;1.1;-9999;-9999;-9999;6.6;11;238
2014;3;26;LA RIOJA;83;1641;46000;65;7.1;9;11;1;0;13;0;11;12;8;0;0;1;0;0;0;0;0;4;0;9;37.6;60;1018.2;988.8;975.1;958.6;24.3;-2.1;8;16.4;10.2;4;-9999;-9999;-9999;8.9;12;288
2014;4;26;LA RIOJA;109;1263;54957;61;7.5;8;2;0;0;13;0;20;10;4;1;0;0;0;1;0;0;0;1;0;16.7;30.4;56;1014.6;983.5;972.4;956.5;28.5;3.9;14.8;21.5;15;8.4;-9999;-9999;-9999;12.9;8;195
2014;5;26;LA RIOJA;104;1556;66090;55;7.9;10;3;0;0;11;0;18;9;8;0;0;0;0;3;0;0;0;2;0;9.5;33.7;54;1017;988.4;974.8;958.3;28;3.7;16.6;22.1;15.7;9.2;-9999;-9999;-9999;13.5;11;223
2014;6;26;LA RIOJA;137;1691;71765;53;9.7;6;3;0;0;10;0;21;9;5;1;0;0;11;7;0;0;0;0;0;15.4;35.8;64;1015.6;981.7;974.2;964.9;34.1;7.2;17.4;28.3;20.9;13.5;-9999;-9999;-9999;16.9;10;213
2014;7;26;LA RIOJA;154;1699;69389;56;9.1;2;6;0;1;9;0;23;8;5;2;0;0;13;6;0;0;0;1;0;21.6;53.1;61;1015.9;981.8;974.6;964.5;36.1;12.6;22;28.6;22;15.4;-9999;-9999;-9999;21.8;11;194
2014;8;26;LA RIOJA;153;1720;67323;56;9.7;4;4;0;0;5;0;23;5;5;0;0;0;13;3;0;0;0;0;0;4.8;14.2;70;1015.1;982.6;973.9;965.4;35.3;8.7;18.5;29.4;22.2;15;-9999;-9999;-9999;20;8;153
2014;9;26;LA RIOJA;151;1658;49627;60;8.3;4;5;0;0;13;0;21;11;6;1;0;0;14;4;0;0;0;0;0;18.2;30;66;1014.5;984.3;973.1;961.6;35.3;7.8;21;28.4;21.4;14.4;-9999;-9999;-9999;19;8;165
2014;10;26;LA RIOJA;139;1256;35522;71;6.9;7;4;2;0;7;0;20;7;2;0;0;0;0;0;0;0;1;0;0;9.4;17.9;63;1017.1;988.7;975.1;960.8;29;7.4;16.1;24.1;17.5;10.8;-9999;-9999;-9999;15.3;6;118
2014;11;26;LA RIOJA;113;588;16299;84;2.8;9;0;3;0;21;0;21;19;9;3;1;0;0;0;0;0;1;1;0;38.7;89.7;28;1010.4;982.4;967.7;945.5;19.2;1;11.4;15.1;11;6.9;-9999;-9999;-9999;12.9;8;213
2014;12;26;LA RIOJA;83;866;14457;78;2.6;16;5;1;0;14;0;10;12;10;0;0;4;0;0;0;0;1;0;0;9.2;36.6;29;1026.1;996;982.1;963.1;15;-2;3.2;10.9;7.6;4.3;-9999;-9999;-9999;9.5;10;233
2015;1;26;LA RIOJA;71;1027;19028;75;4;8;5;5;0;10;0;18;9;6;2;0;8;0;1;0;0;1;1;0;14.8;38.8;43;1025;1000.3;980.8;947.4;17.4;-3.8;5.2;11.1;6.5;1.8;-9999;-9999;-9999;7;11;249
2015;2;26;LA RIOJA;73;786;20639;77;3.2;15;3;2;0;14;4;10;17;12;0;0;12;0;0;0;0;2;2;0;8.9;46.7;31;1020.2;994;976.2;955.3;15.8;-4.1;1.9;9.5;5.9;2.2;-9999;-9999;-9999;10.6;11;240
2015;3;26;LA RIOJA;86;1485;38076;66;6.2;13;2;0;0;12;2;16;13;8;3;0;0;0;0;0;0;0;1;0;29.7;76.8;52;1022.6;994.6;979.3;964.6;24.8;0.6;4.6;16.2;10.9;5.6;-9999;-9999;-9999;10.7;10;228
2015;4;26;LA RIOJA;101;1357;55983;61;7.7;7;5;0;0;14;0;18;11;4;0;0;0;0;2;0;0;0;1;0;5;13.1;58;1019.7;990.7;977.1;961;25.3;1.3;13.7;20.2;13.6;7;-9999;-9999;-9999;10.8;11;237
2015;5;26;LA RIOJA;117;1751;69640;54;8.8;6;4;0;0;3;0;21;2;1;0;0;0;5;0;0;0;0;0;0;1;1.1;60;1018.3;988.7;976.7;959;32.8;6.8;15.3;24;17.4;10.7;-9999;-9999;-9999;15.4;11;222
2015;6;26;LA RIOJA;143;2075;74536;54;10.5;4;9;0;0;9;0;17;9;6;3;1;0;17;5;0;0;0;0;0;30.9;79.7;69;1017.2;984.5;975.9;966.9;37.2;11;18.4;29.1;21.6;14;-9999;-9999;-9999;21.4;8;190
2015;7;26;LA RIOJA;166;2264;78448;52;10.8;3;10;1;0;9;0;18;9;6;2;0;0;24;9;0;0;0;2;0;27.2;60.1;72;1015.3;982.1;974.5;967.4;37.6;11.5;22.3;32.6;25;17.3;-9999;-9999;-9999;21.6;10;207
2015;8;26;LA RIOJA;154;2126;65742;53;9.4;4;7;1;0;12;0;20;9;4;1;0;0;17;4;0;0;0;-9999;-9999;26.8;35.9;68;1014.7;982.6;973.7;963.4;36.3;9.5;21;30.3;22.8;15.2;-9999;-9999;-9999;21.1;10;-9999
2015;9;26;LA RIOJA;134;1280;48302;64;7.7;4;7;1;0;11;0;19;7;2;1;0;0;0;1;0;0;0;0;0;14.4;18.2;62;1016.3;983.6;974.5;954.8;29.3;7.1;18.4;24.4;18;11.5;-9999;-9999;-9999;16.4;8;171
2015;10;26;LA RIOJA;121;919;32701;73;5.8;5;3;1;0;14;0;23;13;5;1;0;0;0;1;0;0;0;0;0;12.2;31.2;52;1016.1;982.2;973.7;964.9;27.7;1.5;15.4;20;14.4;8.8;-9999;-9999;-9999;15.4;8;175
2015;11;26;LA RIOJA;112;744;18642;83;4;11;2;9;0;13;0;17;15;5;1;0;1;0;0;0;0;3;0;0;14;31;41;1025.7;993.5;982.3;968.8;24;-1;8.3;15.6;11.2;6.7;-9999;-9999;-9999;10.4;9;209
2015;12;26;LA RIOJA;90;247;13184;90;2.8;19;3;13;0;5;0;9;8;1;0;0;4;0;0;0;0;5;1;0;1;2.6;31;1030.7;995.4;986.4;977.8;16.6;-2;5;10.5;6.5;2.5;-9999;-9999;-9999;7.6;5;116
2000;1;27;LUGO;66;324;-9999;79;4.8;-9999;-9999;6;0;5;2;-9999;7;4;2;0;24;0;0;0;0;3;0;0;27.8;47.5;51;1026.9;981.3;972.5;953.7;18.2;-6.9;4.4;10.1;4.1;-1.9;4.8;5.2;-9999;6.4;6;137
2000;2;27;LUGO;100;280;-9999;84;2.7;-9999;-9999;9;0;21;0;-9999;15;9;0;0;4;0;0;0;0;9;0;0;8.7;35.4;25;1029.7;982.1;976.1;968.1;20.5;-2.6;9;13.8;8.6;3.3;8.5;8.7;-9999;9.2;7;139
2000;3;27;LUGO;88;497;-9999;76;6.1;-9999;-9999;17;2;7;1;-9999;10;7;0;0;8;0;0;0;0;12;0;0;9.3;33.9;51;1022.8;979.4;969.5;957;23.8;-3.6;9.2;15.7;8.7;1.6;10;10.3;-9999;7.8;7;157
2000;4;27;LUGO;96;400;-9999;83;2.3;-9999;-9999;3;1;26;1;-9999;27;26;5;1;2;0;0;0;0;3;3;0;36.8;199;17;1008.1;967.3;955.5;930.2;20;-3.8;7.6;13;8.9;4.7;10.1;10.3;-9999;11;9;220
2000;5;27;LUGO;127;520;-9999;77;5.6;16;0;15;0;21;0;15;18;12;3;0;0;0;9;0;0;11;-9999;-9999;21.3;91.7;38;1016.1;971.8;964.3;956.2;28;3.2;14.6;19.8;13.7;7.6;15.4;15.6;-9999;14;7;-9999
2000;6;27;LUGO;137;905;-9999;68;8.4;6;8;8;0;9;0;16;7;4;0;0;0;4;2;0;0;4;0;0;4.1;10.5;55;1019.7;977.4;968.3;957.8;35;2.8;13.2;24.3;16.7;9.1;-9999;-9999;-9999;14.4;7;155
2000;7;27;LUGO;151;740;-9999;73;7.2;7;0;7;0;14;0;24;12;8;1;0;0;2;2;0;0;5;0;0;13.8;47.5;48;1016.5;974.2;965.2;956.2;34.6;5.9;18;23.5;17.7;11.9;20.3;20.6;19.4;15.8;8;172
2000;8;27;LUGO;147;808;-9999;70;8.1;3;4;12;0;13;0;24;9;5;1;0;0;4;2;0;0;10;1;0;14.7;30.3;58;1018.6;976.2;967.3;957.7;35;6.9;20.5;24.8;17.7;10.6;20.7;21.2;20.3;15.2;7;131
2000;9;27;LUGO;141;622;-9999;74;6;8;2;18;0;15;0;20;10;7;4;0;0;3;0;0;5;10;0;0;15.8;61.7;48;1016.2;972.1;964.8;951.1;34.5;4.6;13.8;23.6;16.6;9.6;19.3;19.7;19.4;15.6;6;122
2000;10;27;LUGO;119;297;-9999;86;3.4;17;1;12;0;19;0;13;19;14;6;1;0;0;0;0;1;9;1;0;33.9;142.5;31;1019.3;974.6;966.7;946.5;23;1;10.6;16.6;11.5;6.4;14.3;14.5;15.1;10.8;6;138
2000;11;27;LUGO;101;338;-9999;89;1.6;-9999;-9999;4;2;26;0;-9999;28;26;12;1;4;0;4;0;0;3;4;0;35.2;287.5;17;1013.4;974.3;960.5;944.3;20.2;-3.6;7.6;11.9;8.4;4.9;-9999;-9999;-9999;11.5;9;211
2000;12;27;LUGO;98;513;-9999;84;1.2;-9999;-9999;0;5;22;0;-9999;27;25;15;2;0;0;2;0;0;0;-9999;-9999;47;353.2;13;1009.7;974.9;957.1;933.8;16.6;1.1;7.5;11.9;9.2;6.4;-9999;-9999;-9999;11.6;12;-9999
2001;1;27;LUGO;94;336;-9999;88;1.2;-9999;-9999;2;0;29;0;-9999;29;27;9;1;2;0;1;0;0;2;-9999;-9999;33.9;247.3;13;1014.1;976.3;961;944.1;14.7;-1;6.8;10.6;7.4;4.2;-9999;-9999;-9999;9.3;9;-9999
2001;2;27;LUGO;84;323;-9999;80;4.9;-9999;-9999;8;0;11;2;-9999;12;10;4;1;9;0;1;0;0;7;3;0;32.3;102.1;46;1021.9;981.7;968.4;943.7;20.4;-5.4;6.4;12.8;7.4;2.1;-9999;-9999;-9999;7.8;8;181
2001;3;27;LUGO;108;401;-9999;82;-9999;-9999;-9999;2;2;28;0;-9999;29;25;12;2;0;0;0;0;0;2;4;0;39;305.2;-9999;1009;971.9;956.8;928.5;20;1;7.6;14.2;10.6;6.9;-9999;-9999;-9999;12.4;11;248
2001;4;27;LUGO;95;520;-9999;75;5.8;-9999;-9999;5;1;17;0;-9999;18;15;0;0;2;0;1;0;1;3;2;0;9.9;66.2;43;1020.2;978.5;967.3;954.3;24.2;-0.4;10;15.2;9.5;3.7;-9999;-9999;-9999;10.4;9;194
2001;5;27;LUGO;118;625;-9999;74;6.8;12;5;15;0;13;0;14;13;10;2;0;2;3;2;0;0;13;-9999;-9999;22.4;83;46;1016.8;972.7;964.8;951.7;34;-1;9;19.7;13.3;6.8;14.9;15.2;14;13.4;7;-9999
2001;6;27;LUGO;136;737;-9999;69;7.9;5;4;6;0;7;0;21;5;3;1;0;0;4;0;0;0;5;0;0;13.1;20.7;51;1019;975.7;967.5;959.1;34.6;2.2;15.3;23.5;16.6;9.7;19.6;20.2;18.6;13.8;6;140
2001;7;27;LUGO;156;591;-9999;76;6.5;10;0;8;0;12;0;21;10;9;3;1;0;1;3;0;0;6;0;0;36.7;89.4;43;1017.8;973.1;966.5;954.7;35.1;5;17.7;22.9;17.1;11.3;20.1;20.7;19.5;18.2;6;143
2001;8;27;LUGO;165;653;-9999;75;7.4;7;2;18;1;12;0;22;10;7;3;0;0;2;6;0;3;11;0;0;24.9;69.4;53;1017.7;975;966.6;958.5;32.8;5.6;20.4;25.5;18.6;11.8;20.8;21.5;20.3;17.4;6;115
2001;9;27;LUGO;139;481;-9999;78;8;-9999;-9999;9;0;9;0;-9999;7;5;1;1;0;0;1;0;0;5;0;0;62.8;79.6;63;1016.9;971.9;965.2;952.3;25.2;3.6;15.9;21.3;15;8.6;18.4;19.1;-9999;16;7;160
2001;10;27;LUGO;135;-9999;-9999;82;-9999;-9999;-9999;6;0;20;0;-9999;19;17;7;1;0;0;1;-9999;-9999;-9999;1;0;35.4;170.6;-9999;1016.1;979;964.3;947;25;3.4;13.5;19.4;14.4;9.4;-9999;-9999;-9999;17.8;7;174
2001;11;27;LUGO;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2001;12;27;LUGO;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;1;27;LUGO;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;2;27;LUGO;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;3;27;LUGO;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;4;27;LUGO;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;5;27;LUGO;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
2002;6;27;LUGO;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999;-9999
